,teamname,league,date,blue_side,gamelength,game,result,teamkills,teamdeaths,firstblood,dragons,barons,opp_barons,towers,opp_towers,inhibitors,opp_inhibitors,damagetochampions,damagetakenperminute,wardsplaced,wardskilled,controlwardsbought,totalgold,gspd
8840,Top Esports,LPL,2022-04-20 10:59:37,0,1540,3.0,1,16,3,1.0,4.0,1.0,0.0,8.0,1.0,1.0,0.0,47745.0,2496.1948,89.0,41.0,34.0,52549,0.171475
8841,Victory Five,LPL,2022-04-20 10:59:37,1,1540,3.0,0,3,16,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,36878.0,2772.9351,74.0,35.0,24.0,40347,-0.171475
8842,Top Esports,LPL,2022-04-20 11:45:14,0,1453,4.0,1,23,6,1.0,2.0,1.0,0.0,9.0,1.0,1.0,0.0,59945.0,2545.85,64.0,23.0,28.0,51081,0.229821
8843,Victory Five,LPL,2022-04-20 11:45:14,1,1453,4.0,0,6,23,0.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,38580.0,3170.4198,68.0,28.0,23.0,39099,-0.229821
8844,Saigon Buffalo,VCS,2022-04-22 11:09:36,1,1687,1.0,1,17,6,1.0,2.0,1.0,0.0,10.0,4.0,2.0,0.0,51329.0,3199.1346,100.0,52.0,39.0,56500,0.0991038
8845,Team Secret,VCS,2022-04-22 11:09:36,0,1687,1.0,0,6,17,0.0,2.0,0.0,1.0,4.0,10.0,0.0,2.0,62814.0,2422.5133,102.0,44.0,48.0,46718,-0.0991038
8846,Team Secret,VCS,2022-04-22 11:52:10,1,1792,2.0,1,13,16,0.0,1.0,0.0,1.0,7.0,6.0,1.0,0.0,50945.0,2698.0246,120.0,53.0,42.0,55840,-0.0938319
8847,Saigon Buffalo,VCS,2022-04-22 11:52:10,0,1792,2.0,0,16,13,1.0,3.0,1.0,0.0,6.0,7.0,0.0,1.0,60692.0,2825.2567,104.0,66.0,48.0,57698,0.0938319
8848,Team Secret,VCS,2022-04-22 12:46:19,1,1989,3.0,0,10,22,1.0,0.0,0.0,2.0,3.0,9.0,0.0,2.0,56163.0,2957.9487,105.0,59.0,53.0,55275,-0.13739
8849,Saigon Buffalo,VCS,2022-04-22 12:46:19,0,1989,3.0,1,22,10,0.0,5.0,2.0,0.0,9.0,3.0,2.0,0.0,76213.0,2574.2685,125.0,50.0,40.0,66579,0.13739
8850,Team Secret,VCS,2022-04-22 13:44:17,1,2163,4.0,1,23,18,1.0,4.0,0.0,1.0,8.0,4.0,1.0,0.0,94341.0,3001.8031,137.0,66.0,39.0,67769,-0.0338713
8851,Saigon Buffalo,VCS,2022-04-22 13:44:17,0,2163,4.0,0,18,23,0.0,2.0,1.0,0.0,4.0,8.0,0.0,1.0,76133.0,3252.233,114.0,58.0,51.0,63947,0.0338713
8852,Saigon Buffalo,VCS,2022-04-22 14:43:47,1,1852,5.0,1,26,8,1.0,4.0,1.0,1.0,8.0,2.0,1.0,0.0,60474.0,2814.946,112.0,81.0,40.0,64531,0.114963
8853,Team Secret,VCS,2022-04-22 14:43:47,0,1852,5.0,0,8,26,0.0,1.0,1.0,1.0,2.0,8.0,0.0,1.0,46147.0,2674.8272,115.0,40.0,42.0,53697,-0.114963
8854,Royal Never Give Up,LPL,2022-04-23 10:14:58,1,2199,1.0,1,22,13,1.0,1.0,2.0,0.0,10.0,3.0,2.0,0.0,86920.0,2467.8035,148.0,59.0,50.0,72386,0.12556
8855,Top Esports,LPL,2022-04-23 10:14:58,0,2199,1.0,0,13,22,0.0,4.0,0.0,2.0,3.0,10.0,0.0,2.0,62082.0,3073.2879,122.0,66.0,60.0,60454,-0.12556
8856,Top Esports,LPL,2022-04-23 11:13:47,0,2313,2.0,0,18,21,0.0,2.0,1.0,2.0,6.0,10.0,0.0,2.0,81440.0,3406.1997,133.0,68.0,58.0,70381,-0.0243005
8857,Royal Never Give Up,LPL,2022-04-23 11:13:47,1,2313,2.0,1,21,18,1.0,4.0,2.0,1.0,10.0,6.0,2.0,0.0,98782.0,2830.6874,146.0,65.0,47.0,77588,0.0243005
8858,Top Esports,LPL,2022-04-23 12:16:27,1,2013,3.0,1,28,15,0.0,4.0,2.0,0.0,10.0,2.0,1.0,0.0,76084.0,3103.696,89.0,74.0,45.0,72386,0.206317
8859,Royal Never Give Up,LPL,2022-04-23 12:16:27,0,2013,3.0,0,15,28,1.0,1.0,0.0,2.0,2.0,10.0,0.0,1.0,66963.0,2801.9076,119.0,45.0,33.0,56737,-0.206317
8860,Royal Never Give Up,LPL,2022-04-23 13:12:07,1,1770,4.0,0,11,16,0.0,1.0,0.0,1.0,4.0,11.0,0.0,2.0,48946.0,2312.0,119.0,48.0,32.0,51128,-0.0675586
8861,Top Esports,LPL,2022-04-23 13:12:07,0,1770,4.0,1,16,11,1.0,3.0,1.0,0.0,11.0,4.0,2.0,0.0,48050.0,2589.1525,106.0,56.0,50.0,58302,0.0675586
8862,Royal Never Give Up,LPL,2022-04-23 14:01:15,1,2223,5.0,1,25,10,0.0,4.0,1.0,0.0,9.0,3.0,1.0,0.0,63942.0,2535.6815,112.0,60.0,44.0,70812,0.128932
8863,Top Esports,LPL,2022-04-23 14:01:15,0,2223,5.0,0,10,25,1.0,2.0,0.0,1.0,3.0,9.0,0.0,1.0,58045.0,2308.0432,124.0,42.0,55.0,58338,-0.128932
8864,RED Canids,CBLOL,2022-04-23 15:45:05,1,1735,1.0,0,9,26,0.0,0.0,0.0,1.0,2.0,9.0,0.0,2.0,66041.0,3688.7378,94.0,34.0,44.0,46071,-0.189207
8865,paiN Gaming,CBLOL,2022-04-23 15:45:05,0,1735,1.0,1,26,9,1.0,4.0,1.0,0.0,9.0,2.0,2.0,0.0,91592.0,3125.6369,112.0,54.0,49.0,59199,0.189207
8866,RED Canids,CBLOL,2022-04-23 17:07:14,1,1840,2.0,1,18,7,0.0,4.0,1.0,0.0,10.0,3.0,2.0,0.0,55185.0,2498.1522,97.0,41.0,38.0,60902,0.126157
8867,paiN Gaming,CBLOL,2022-04-23 17:07:14,0,1840,2.0,0,7,18,1.0,1.0,0.0,1.0,3.0,10.0,0.0,2.0,52133.0,2494.1413,118.0,48.0,55.0,49948,-0.126157
8868,paiN Gaming,CBLOL,2022-04-23 18:01:45,0,1954,3.0,1,26,13,0.0,2.0,2.0,0.0,8.0,4.0,1.0,0.0,75792.0,2450.4504,125.0,47.0,53.0,65126,0.0758395
8869,RED Canids,CBLOL,2022-04-23 18:01:45,1,1954,3.0,0,13,26,1.0,2.0,0.0,2.0,4.0,8.0,0.0,1.0,52508.0,2959.2221,114.0,36.0,55.0,55010,-0.0758395
8870,Evil Geniuses,LCS,2022-04-23 18:36:24,1,1933,1.0,1,13,9,0.0,1.0,1.0,0.0,10.0,3.0,2.0,0.0,54409.0,2433.7713,104.0,43.0,36.0,60030,0.0822184
8871,Team Liquid,LCS,2022-04-23 18:36:24,0,1933,1.0,0,9,13,1.0,3.0,0.0,1.0,3.0,10.0,0.0,2.0,55569.0,2664.8629,97.0,47.0,41.0,52780,-0.0822184
8872,RED Canids,CBLOL,2022-04-23 18:59:11,1,1716,4.0,1,21,6,1.0,4.0,1.0,0.0,10.0,2.0,2.0,0.0,61994.0,3018.8112,123.0,45.0,44.0,58158,0.134615
8873,paiN Gaming,CBLOL,2022-04-23 18:59:11,0,1716,4.0,0,6,21,0.0,0.0,0.0,1.0,2.0,10.0,0.0,2.0,61866.0,2962.972,89.0,60.0,45.0,45732,-0.134615
8874,RED Canids,CBLOL,2022-04-23 19:51:22,1,1601,5.0,1,16,4,0.0,4.0,1.0,0.0,9.0,4.0,2.0,0.0,35193.0,2496.7645,95.0,37.0,45.0,49282,0.0578639
8875,paiN Gaming,CBLOL,2022-04-23 19:51:22,0,1601,5.0,0,4,16,1.0,0.0,0.0,1.0,4.0,9.0,0.0,2.0,39834.0,2045.2842,97.0,44.0,39.0,44150,-0.0578639
8876,Evil Geniuses,LCS,2022-04-23 20:30:21,1,2684,2.0,1,22,13,0.0,1.0,1.0,2.0,9.0,4.0,2.0,0.0,75152.0,2881.6319,154.0,61.0,54.0,80224,-0.00545281
8877,Team Liquid,LCS,2022-04-23 20:30:21,0,2684,2.0,0,13,22,1.0,5.0,2.0,1.0,4.0,9.0,0.0,2.0,104438.0,2297.6155,121.0,74.0,36.0,78608,0.00545281
8878,Team Liquid,LCS,2022-04-23 21:38:06,1,1718,3.0,0,7,19,1.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,51514.0,2942.0605,77.0,23.0,31.0,43670,-0.0871353
8879,Evil Geniuses,LCS,2022-04-23 21:38:06,0,1718,3.0,1,19,7,0.0,4.0,1.0,0.0,8.0,1.0,1.0,0.0,64257.0,2856.9499,79.0,32.0,28.0,54244,0.0871353
8880,GAM Esports,VCS,2022-04-24 11:10:22,0,2024,1.0,1,23,14,1.0,4.0,2.0,0.0,10.0,5.0,1.0,1.0,78297.0,2803.0435,144.0,62.0,57.0,69703,0.061834
8881,Saigon Buffalo,VCS,2022-04-24 11:10:22,1,2024,1.0,0,14,23,0.0,1.0,0.0,2.0,5.0,10.0,1.0,1.0,65132.0,3027.0949,138.0,78.0,55.0,59652,-0.061834
8882,Saigon Buffalo,VCS,2022-04-24 12:14:44,1,1795,2.0,1,19,8,0.0,3.0,2.0,0.0,9.0,4.0,1.0,0.0,55481.0,2467.8552,99.0,71.0,41.0,63718,0.0696689
8883,GAM Esports,VCS,2022-04-24 12:14:44,0,1795,2.0,0,8,19,1.0,1.0,0.0,2.0,4.0,9.0,0.0,1.0,38770.0,2577.3259,143.0,51.0,47.0,54820,-0.0696689
8884,Saigon Buffalo,VCS,2022-04-24 13:06:19,1,2043,3.0,0,22,28,1.0,2.0,0.0,2.0,4.0,11.0,0.0,2.0,92978.0,4071.3069,120.0,56.0,53.0,63171,-0.0668415
8885,GAM Esports,VCS,2022-04-24 13:06:19,0,2043,3.0,1,28,22,0.0,3.0,2.0,0.0,11.0,4.0,2.0,0.0,113431.0,3772.1586,153.0,53.0,52.0,72897,0.0668415
8886,GAM Esports,VCS,2022-04-24 14:05:13,1,1702,4.0,1,24,13,1.0,3.0,1.0,0.0,8.0,5.0,1.0,0.0,51420.0,2903.302,121.0,46.0,44.0,58582,0.138065
8887,Saigon Buffalo,VCS,2022-04-24 14:05:13,0,1702,4.0,0,13,24,0.0,1.0,0.0,1.0,5.0,8.0,0.0,1.0,49889.0,2425.7344,96.0,39.0,37.0,48320,-0.138065
8888,Evil Geniuses,LCS,2022-04-24 18:43:57,1,1832,1.0,1,13,4,0.0,3.0,1.0,0.0,8.0,2.0,1.0,0.0,45390.0,1767.8057,105.0,45.0,38.0,57181,0.147764
8889,100 Thieves,LCS,2022-04-24 18:43:57,0,1832,1.0,0,4,13,1.0,2.0,0.0,1.0,2.0,8.0,0.0,1.0,36082.0,2340.1965,83.0,44.0,33.0,48849,-0.147764
8890,100 Thieves,LCS,2022-04-24 20:27:30,0,1408,2.0,0,2,13,1.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,35996.0,2567.4716,83.0,27.0,25.0,35330,-0.24843
8891,Evil Geniuses,LCS,2022-04-24 20:27:30,1,1408,2.0,1,13,2,0.0,1.0,1.0,0.0,8.0,0.0,1.0,0.0,46571.0,2543.1818,66.0,38.0,22.0,46180,0.24843
8892,Evil Geniuses,LCS,2022-04-24 21:14:20,0,1472,3.0,1,17,8,0.0,2.0,1.0,0.0,10.0,1.0,2.0,0.0,48645.0,2370.2853,84.0,27.0,26.0,51188,0.218308
8893,100 Thieves,LCS,2022-04-24 21:14:20,1,1472,3.0,0,8,17,1.0,1.0,0.0,1.0,1.0,10.0,0.0,2.0,36194.0,2608.7364,83.0,32.0,33.0,37909,-0.218308
8894,Burst The Sky Esports,VCS,2022-05-06 02:57:40,1,1752,1.0,0,3,14,0.0,3.0,0.0,1.0,2.0,11.0,0.0,3.0,28778.0,2438.5959,108.0,38.0,44.0,47861,-0.0598887
8895,Genius Esports,VCS,2022-05-06 02:57:40,0,1752,1.0,1,14,3,1.0,2.0,1.0,0.0,11.0,2.0,3.0,0.0,45799.0,2020.0685,91.0,54.0,40.0,54295,0.0598887
8896,Burst The Sky Esports,VCS,2022-05-06 04:07:10,1,1802,2.0,1,25,16,0.0,3.0,1.0,0.0,9.0,2.0,2.0,0.0,73916.0,2947.9911,110.0,46.0,35.0,62402,0.107567
8897,Genius Esports,VCS,2022-05-06 04:07:10,0,1802,2.0,0,16,25,1.0,2.0,0.0,1.0,2.0,9.0,0.0,2.0,53126.0,3241.1654,86.0,57.0,54.0,53395,-0.107567
8898,Burst The Sky Esports,VCS,2022-05-06 04:46:56,1,1796,3.0,0,13,16,0.0,1.0,0.0,1.0,3.0,10.0,0.0,2.0,61869.0,2631.5813,93.0,72.0,33.0,52496,0.00379201
8899,Genius Esports,VCS,2022-05-06 04:46:56,0,1796,3.0,1,16,13,1.0,3.0,1.0,0.0,10.0,3.0,2.0,0.0,54850.0,3027.294,135.0,45.0,50.0,58851,-0.00379201
8900,Genius Esports,VCS,2022-05-06 05:37:46,1,1863,4.0,0,10,17,1.0,1.0,0.0,2.0,6.0,9.0,1.0,2.0,51129.0,2973.4944,117.0,40.0,46.0,55159,-0.0296543
8901,Burst The Sky Esports,VCS,2022-05-06 05:37:46,0,1863,4.0,1,17,10,0.0,4.0,2.0,0.0,9.0,6.0,2.0,1.0,70077.0,2797.4235,84.0,54.0,30.0,60768,0.0296543
8902,Burst The Sky Esports,VCS,2022-05-06 06:28:42,1,1543,5.0,0,7,22,1.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,36637.0,2921.3739,83.0,34.0,31.0,44000,0.095846
8903,Genius Esports,VCS,2022-05-06 06:28:42,0,1543,5.0,1,22,7,0.0,4.0,0.0,0.0,7.0,4.0,1.0,0.0,54787.0,2395.5671,89.0,37.0,47.0,48795,-0.095846
8904,Team Flash,VCS,2022-05-06 07:41:00,0,1725,1.0,0,3,17,0.0,1.0,0.0,1.0,2.0,8.0,0.0,1.0,40884.0,2421.5652,118.0,45.0,32.0,45595,-0.159391
8905,AS Esports,VCS,2022-05-06 07:41:00,1,1725,1.0,1,17,3,1.0,3.0,1.0,0.0,8.0,2.0,1.0,0.0,51448.0,2609.6,101.0,65.0,41.0,55599,0.159391
8906,Team Flash,VCS,2022-05-06 08:27:00,1,2167,2.0,0,21,29,1.0,1.0,1.0,1.0,4.0,8.0,0.0,2.0,66767.0,3039.7047,121.0,51.0,42.0,67184,0.00790852
8907,AS Esports,VCS,2022-05-06 08:27:00,0,2167,2.0,1,29,21,0.0,4.0,1.0,1.0,8.0,4.0,2.0,0.0,77612.0,2688.0388,104.0,62.0,44.0,68828,-0.00790852
8908,Team Flash,VCS,2022-05-06 09:22:00,1,1923,3.0,1,18,11,0.0,4.0,1.0,1.0,11.0,6.0,3.0,1.0,63647.0,2815.0702,96.0,36.0,34.0,61448,0.00832533
8909,AS Esports,VCS,2022-05-06 09:22:00,0,1923,3.0,0,11,18,1.0,1.0,1.0,1.0,6.0,11.0,1.0,3.0,50651.0,2916.0686,97.0,37.0,39.0,55437,-0.00832533
8910,Team Flash,VCS,2022-05-06 10:12:00,1,1702,4.0,0,16,27,0.0,2.0,0.0,1.0,2.0,9.0,0.0,2.0,59900.0,3446.4395,99.0,44.0,36.0,51133,-0.0878936
8911,AS Esports,VCS,2022-05-06 10:12:00,0,1702,4.0,1,27,16,1.0,2.0,1.0,0.0,9.0,2.0,2.0,0.0,74801.0,3189.5887,101.0,38.0,35.0,59733,0.0878936
8912,Burst The Sky Esports,VCS,2022-05-07 02:52:39,1,1351,1.0,1,26,9,1.0,2.0,1.0,0.0,8.0,0.0,1.0,0.0,61739.0,3229.963,58.0,28.0,25.0,49112,0.365395
8913,Team Flash,VCS,2022-05-07 02:52:39,0,1351,1.0,0,9,26,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,43440.0,3446.2916,54.0,17.0,21.0,35449,-0.365395
8914,Burst The Sky Esports,VCS,2022-05-07 03:36:38,1,1713,2.0,1,36,19,1.0,2.0,1.0,0.0,10.0,1.0,2.0,0.0,81346.0,2816.4623,120.0,62.0,49.0,65730,0.205289
8915,Team Flash,VCS,2022-05-07 03:36:38,0,1713,2.0,0,19,36,0.0,2.0,0.0,1.0,1.0,10.0,0.0,2.0,57792.0,3473.8004,101.0,61.0,28.0,51455,-0.205289
8916,Team Flash,VCS,2022-05-07 04:24:26,0,1679,3.0,1,14,19,0.0,2.0,0.0,1.0,7.0,7.0,1.0,0.0,60291.0,3315.6522,107.0,56.0,30.0,52531,-0.0267242
8917,Burst The Sky Esports,VCS,2022-05-07 04:24:26,1,1679,3.0,0,19,14,1.0,2.0,1.0,0.0,7.0,7.0,0.0,1.0,67002.0,2990.9946,110.0,54.0,35.0,52725,0.0267242
8918,Team Flash,VCS,2022-05-07 05:11:33,1,1406,4.0,0,6,24,0.0,0.0,0.0,1.0,0.0,10.0,0.0,2.0,41545.0,3063.542,47.0,27.0,16.0,36330,-0.374691
8919,Burst The Sky Esports,VCS,2022-05-07 05:11:33,0,1406,4.0,1,24,6,1.0,3.0,1.0,0.0,10.0,0.0,2.0,0.0,57751.0,3136.5576,73.0,22.0,27.0,53655,0.374691
8920,Genius Esports,VCS,2022-05-07 06:20:55,1,1792,1.0,0,12,19,1.0,3.0,0.0,2.0,3.0,11.0,0.0,2.0,54292.0,3061.7746,101.0,38.0,41.0,51418,-0.0625119
8921,AS Esports,VCS,2022-05-07 06:20:55,0,1792,1.0,1,19,12,0.0,2.0,2.0,0.0,11.0,3.0,2.0,0.0,64135.0,3037.0647,86.0,46.0,39.0,60464,0.0625119
8922,AS Esports,VCS,2022-05-07 07:03:37,1,1621,2.0,0,7,14,1.0,0.0,0.0,1.0,4.0,8.0,0.0,1.0,30209.0,2207.045,86.0,38.0,32.0,44405,-0.0872815
8923,Genius Esports,VCS,2022-05-07 07:03:37,0,1621,2.0,1,14,7,0.0,3.0,1.0,0.0,8.0,4.0,1.0,0.0,40163.0,2046.4775,80.0,33.0,35.0,52463,0.0872815
8924,AS Esports,VCS,2022-05-07 08:02:05,1,1523,3.0,1,13,8,0.0,2.0,1.0,0.0,10.0,3.0,2.0,0.0,45705.0,2219.6454,76.0,30.0,25.0,49569,0.197628
8925,Genius Esports,VCS,2022-05-07 08:02:05,0,1523,3.0,0,8,13,1.0,2.0,0.0,1.0,3.0,10.0,0.0,2.0,31622.0,2551.8713,83.0,22.0,43.0,41308,-0.197628
8926,AS Esports,VCS,2022-05-07 08:37:51,1,1309,4.0,1,18,2,1.0,2.0,1.0,0.0,9.0,1.0,1.0,0.0,43008.0,2491.0772,63.0,22.0,31.0,47556,0.368223
8927,Genius Esports,VCS,2022-05-07 08:37:51,0,1309,4.0,0,2,18,0.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,26537.0,2664.8434,60.0,24.0,22.0,32722,-0.368223
8928,Burst The Sky Esports,VCS,2022-05-08 06:50:09,0,2625,1.0,0,17,21,0.0,3.0,1.0,3.0,3.0,10.0,0.0,1.0,92998.0,2799.5657,160.0,84.0,62.0,74431,-0.0675395
8929,Genius Esports,VCS,2022-05-08 06:50:09,1,2625,1.0,1,21,17,1.0,3.0,3.0,1.0,10.0,3.0,1.0,0.0,84503.0,2775.36,160.0,74.0,67.0,83078,0.0675395
8930,Genius Esports,VCS,2022-05-08 07:55:10,1,1722,2.0,1,18,9,1.0,1.0,1.0,0.0,8.0,2.0,1.0,0.0,58032.0,2428.1185,105.0,43.0,45.0,53994,0.108735
8931,Burst The Sky Esports,VCS,2022-05-08 07:55:10,0,1722,2.0,0,9,18,0.0,2.0,0.0,1.0,2.0,8.0,0.0,1.0,44541.0,2944.8432,108.0,40.0,36.0,46905,-0.108735
8932,Burst The Sky Esports,VCS,2022-05-08 08:42:34,1,2085,3.0,0,28,30,1.0,2.0,1.0,1.0,6.0,10.0,0.0,2.0,102515.0,4357.7266,127.0,60.0,58.0,70830,0.0643255
8933,Genius Esports,VCS,2022-05-08 08:42:34,0,2085,3.0,1,30,28,0.0,3.0,1.0,1.0,10.0,6.0,2.0,0.0,124113.0,3766.7338,120.0,66.0,50.0,72339,-0.0643255
8934,Invictus Gaming,LPL,2022-06-10 09:12:25,1,1907,1.0,0,7,18,0.0,1.0,0.0,1.0,2.0,10.0,0.0,2.0,46979.0,2679.549,143.0,72.0,48.0,53598,-0.0742643
8935,Weibo Gaming,LPL,2022-06-10 09:12:25,0,1907,1.0,1,18,7,1.0,4.0,1.0,0.0,10.0,2.0,2.0,0.0,63657.0,2335.784,144.0,95.0,61.0,64003,0.0742643
8936,Weibo Gaming,LPL,2022-06-10 10:05:26,1,1929,2.0,0,3,19,0.0,1.0,0.0,2.0,1.0,11.0,0.0,2.0,68982.0,3339.7201,111.0,71.0,36.0,50172,-0.212372
8937,Invictus Gaming,LPL,2022-06-10 10:05:26,0,1929,2.0,1,19,3,1.0,4.0,2.0,0.0,11.0,1.0,2.0,0.0,83711.0,2971.0731,127.0,60.0,58.0,67715,0.212372
8938,Invictus Gaming,LPL,2022-06-10 10:55:35,1,1722,3.0,0,5,24,0.0,3.0,0.0,1.0,1.0,10.0,0.0,1.0,46313.0,3536.0627,109.0,47.0,33.0,45246,-0.175272
8939,Weibo Gaming,LPL,2022-06-10 10:55:35,0,1722,3.0,1,24,5,1.0,1.0,1.0,0.0,10.0,1.0,1.0,0.0,80585.0,2834.4251,116.0,60.0,52.0,60553,0.175272
8940,FunPlus Phoenix,LPL,2022-06-10 11:54:48,1,1652,1.0,0,4,18,0.0,1.0,0.0,1.0,2.0,10.0,0.0,2.0,41151.0,3100.2421,81.0,29.0,31.0,43607,-0.161511
8941,EDward Gaming,LPL,2022-06-10 11:54:48,0,1652,1.0,1,18,4,1.0,2.0,1.0,0.0,10.0,2.0,2.0,0.0,65019.0,2486.6223,82.0,46.0,27.0,56955,0.161511
8942,FunPlus Phoenix,LPL,2022-06-10 12:59:44,0,1844,2.0,1,13,7,1.0,4.0,1.0,0.0,11.0,1.0,3.0,0.0,47552.0,3021.7028,87.0,61.0,41.0,58826,0.0603863
8943,EDward Gaming,LPL,2022-06-10 12:59:44,1,1844,2.0,0,7,13,0.0,1.0,0.0,1.0,1.0,11.0,0.0,3.0,67072.0,2308.4707,102.0,42.0,23.0,52005,-0.0603863
8944,FunPlus Phoenix,LPL,2022-06-10 14:12:11,1,2340,3.0,0,8,18,1.0,2.0,1.0,1.0,6.0,11.0,0.0,2.0,114734.0,3551.7179,130.0,64.0,50.0,66408,0.00121469
8945,EDward Gaming,LPL,2022-06-10 14:12:11,0,2340,3.0,1,18,8,0.0,4.0,1.0,1.0,11.0,6.0,2.0,0.0,103552.0,4009.9744,131.0,67.0,42.0,74349,-0.00121469
8946,Anyone's Legend,LPL,2022-06-11 09:08:37,1,1771,1.0,1,15,9,0.0,2.0,2.0,0.0,8.0,3.0,1.0,0.0,59186.0,2618.961,107.0,43.0,32.0,55963,0.0109348
8947,Rare Atom,LPL,2022-06-11 09:08:37,0,1771,1.0,0,9,15,1.0,3.0,0.0,2.0,3.0,8.0,0.0,1.0,51155.0,2900.2936,95.0,52.0,27.0,50698,-0.0109348
8948,Rare Atom,LPL,2022-06-11 09:57:38,1,1551,2.0,0,5,16,0.0,2.0,0.0,1.0,4.0,8.0,0.0,1.0,52310.0,2958.7234,93.0,53.0,19.0,43517,-0.0910101
8949,Anyone's Legend,LPL,2022-06-11 09:57:38,0,1551,2.0,1,16,5,1.0,1.0,1.0,0.0,8.0,4.0,1.0,0.0,59283.0,3031.9923,106.0,43.0,33.0,51865,0.0910101
8950,Top Esports,LPL,2022-06-11 10:54:03,1,1678,1.0,0,4,18,0.0,1.0,0.0,1.0,4.0,10.0,0.0,2.0,42578.0,2864.9821,106.0,43.0,32.0,46790,-0.0728123
8951,JD Gaming,LPL,2022-06-11 10:54:03,0,1678,1.0,1,18,4,1.0,2.0,1.0,0.0,10.0,4.0,2.0,0.0,61500.0,2656.8057,69.0,53.0,30.0,57362,0.0728123
8952,Top Esports,LPL,2022-06-11 11:42:09,1,1852,2.0,1,20,7,1.0,4.0,1.0,0.0,9.0,3.0,1.0,0.0,62108.0,2895.8423,104.0,54.0,45.0,63186,0.0569048
8953,JD Gaming,LPL,2022-06-11 11:42:09,0,1852,2.0,0,7,20,0.0,0.0,0.0,1.0,3.0,9.0,0.0,1.0,55841.0,2668.9633,94.0,38.0,30.0,51608,-0.0569048
8954,Top Esports,LPL,2022-06-11 12:44:49,0,1493,3.0,0,4,25,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,37104.0,3087.0462,70.0,36.0,31.0,36027,-0.272205
8955,JD Gaming,LPL,2022-06-11 12:44:49,1,1493,3.0,1,25,4,1.0,3.0,1.0,0.0,8.0,0.0,1.0,0.0,61063.0,2639.357,75.0,38.0,22.0,50886,0.272205
8956,paiN Gaming,CBLOL,2022-06-11 15:46:13,1,2153,1.0,0,17,23,1.0,1.0,1.0,1.0,3.0,11.0,0.0,3.0,109811.0,3964.1245,128.0,49.0,62.0,63490,-0.0808533
8957,RED Canids,CBLOL,2022-06-11 15:46:13,0,2153,1.0,1,23,17,0.0,4.0,1.0,1.0,11.0,3.0,3.0,0.0,102969.0,3984.0502,116.0,53.0,57.0,72190,0.0808533
8958,INTZ,CBLOL,2022-06-11 17:35:55,1,2067,1.0,1,18,6,1.0,4.0,1.0,0.0,8.0,4.0,1.0,0.0,66208.0,2809.5501,127.0,68.0,50.0,62552,0.00877146
8959,Rensga eSports,CBLOL,2022-06-11 17:35:55,0,2067,1.0,0,6,18,0.0,1.0,0.0,1.0,4.0,8.0,0.0,1.0,64629.0,2664.7315,140.0,58.0,56.0,57286,-0.00877146
8960,Liberty,CBLOL,2022-06-11 18:16:05,1,1953,1.0,1,16,8,1.0,2.0,1.0,0.0,9.0,3.0,1.0,0.0,70097.0,2624.0553,137.0,50.0,47.0,60746,0.102664
8961,Miners,CBLOL,2022-06-11 18:16:05,0,1953,1.0,0,8,16,0.0,3.0,0.0,1.0,3.0,9.0,0.0,1.0,57076.0,2844.2396,109.0,68.0,63.0,53042,-0.102664
8962,FURIA,CBLOL,2022-06-11 19:20:30,1,1500,1.0,1,18,6,0.0,2.0,1.0,0.0,7.0,3.0,1.0,0.0,62712.0,2585.92,75.0,28.0,51.0,49557,0.111174
8963,KaBuM! e-Sports,CBLOL,2022-06-11 19:20:30,0,1500,1.0,0,6,18,1.0,1.0,0.0,1.0,3.0,7.0,0.0,1.0,37911.0,3185.36,88.0,26.0,39.0,39395,-0.111174
8964,Team Aze,LLA,2022-06-11 19:57:34,1,1796,1.0,0,6,15,1.0,1.0,0.0,2.0,3.0,9.0,0.0,1.0,42003.0,2658.9087,92.0,48.0,33.0,49371,-0.0452696
8965,Estral Esports,LLA,2022-06-11 19:57:34,0,1796,1.0,1,15,6,0.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,55948.0,2288.0512,96.0,46.0,41.0,58479,0.0452696
8966,LOUD,CBLOL,2022-06-11 20:22:21,0,2220,1.0,1,20,10,0.0,4.0,1.0,1.0,11.0,2.0,2.0,0.0,104609.0,3193.8108,160.0,63.0,54.0,72848,0.103805
8967,Flamengo Los Grandes,CBLOL,2022-06-11 20:22:21,1,2220,1.0,0,10,20,1.0,1.0,1.0,1.0,2.0,11.0,0.0,2.0,85268.0,3422.5676,142.0,48.0,47.0,60734,-0.103805
8968,All Knights,LLA,2022-06-11 21:34:13,1,1919,1.0,1,12,5,1.0,2.0,1.0,0.0,10.0,1.0,2.0,0.0,55121.0,2286.5972,121.0,51.0,42.0,64704,0.157048
